web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680878333-569","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","11:00","Nubes dispersas","23°","6 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-570","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","11:30","Nubes dispersas","23°","7 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-571","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","12:00","Nubes dispersas","23°","9 km/h","89%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-572","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","12:30","Nubes dispersas","23°","11 km/h","89%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-573","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","13:00","Nubes dispersas","23°","11 km/h","89%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-574","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","13:30","Nubes dispersas","23°","11 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-575","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","14:00","Nubes dispersas","24°","11 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-576","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","14:30","Nubes dispersas","23°","9 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-577","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","15:00","Nubes dispersas","23°","9 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-578","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","15:30","Parcialmente cubierto","23°","7 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-579","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","16:00","Parcialmente cubierto","23°","9 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-580","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","16:30","Parcialmente cubierto","23°","7 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-581","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","17:00","Parcialmente cubierto","23°","9 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-582","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","17:30","Parcialmente cubierto","23°","6 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-583","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","18:00","Parcialmente cubierto","23°","7 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-584","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","18:30","Parcialmente cubierto","23°","6 km/h","89%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-585","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","19:00","Parcialmente cubierto","22°","4 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-586","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","19:30","Nubes dispersas","22°","6 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-587","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","20:00","Nubes dispersas","22°","4 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-588","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","20:30","Nubes dispersas","22°","4 km/h","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-589","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","21:00","Parcialmente cubierto","21°","4 km/h","100%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-590","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","21:30","Parcialmente cubierto","21°","2 km/h","100%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-591","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","22:00","Parcialmente cubierto","21°","En calma","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-592","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","22:30","Nubes dispersas","21°","4 km/h","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-593","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","23:00","Nubes dispersas","21°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878333-594","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 11 Diciembre 2022","23:30","Nubes dispersas","21°","4 km/h","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2022.html"
"1680878335-595","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","00:00","Nubes dispersas","20°","2 km/h","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-596","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-597","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","00:30","Nubes dispersas","20°","En calma","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-598","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","01:00","Nubes dispersas","20°","En calma","94%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-599","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","01:30","Nubes dispersas","20°","2 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-600","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","02:00","Nubes dispersas","20°","6 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-601","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","02:30","Nubes dispersas","20°","6 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-602","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","03:00","Nubes dispersas","20°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-603","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","03:30","Nubes dispersas","20°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-604","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","04:00","Nubes dispersas","20°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-605","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","04:30","Nubes dispersas","20°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-606","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","05:00","Nubes dispersas","19°","6 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-607","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","05:30","Nubes dispersas","19°","7 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-608","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","06:00","Nubes dispersas","19°","7 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-609","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","06:30","Nubes dispersas","19°","7 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-610","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","07:00","Nubes dispersas","19°","7 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-611","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","07:30","Nubes dispersas","19°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-612","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","08:00","Nubes dispersas","19°","7 km/h","83%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-613","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","08:30","Nubes dispersas","19°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-614","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","09:00","Nubes dispersas","21°","7 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-615","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","09:30","Nubes dispersas","22°","9 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-616","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","10:00","Nubes dispersas","23°","9 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-617","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","10:30","Nubes dispersas","24°","9 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-618","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","11:00","Nubes dispersas","23°","15 km/h","89%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-619","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","11:30","Nubes dispersas","23°","19 km/h","89%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-620","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","12:00","Nubes dispersas","24°","17 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-621","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","12:30","Nubes dispersas","24°","17 km/h","74%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-622","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","13:00","Nubes dispersas","24°","20 km/h","74%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-623","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","13:30","Nubes dispersas","24°","20 km/h","78%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-624","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","14:00","Nubes dispersas","23°","20 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-625","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","14:30","Nubes dispersas","23°","19 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-626","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","15:00","Nubes dispersas","23°","19 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-627","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","15:30","Nubes dispersas","23°","13 km/h","83%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-628","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","16:00","Nubes dispersas","22°","13 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-629","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","16:30","Nubes dispersas","22°","9 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-630","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","17:00","Mayormente cubierto","22°","7 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-631","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","17:30","Mayormente cubierto","22°","4 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-632","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","17:46","Mayormente cubierto","22°","6 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-633","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","18:00","Mayormente cubierto","22°","6 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-634","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","18:30","Mayormente cubierto","22°","6 km/h","88%","1019 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-635","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","19:00","Mayormente cubierto","22°","6 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-636","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","19:30","Mayormente cubierto","22°","6 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-637","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","20:00","Mayormente cubierto","22°","7 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-638","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","20:30","Mayormente cubierto","21°","9 km/h","94%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-639","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","21:00","Mayormente cubierto","21°","11 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-640","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","21:30","Mayormente cubierto","21°","9 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-641","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","22:00","Nubes dispersas","21°","13 km/h","88%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-642","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","22:30","Nubes dispersas","20°","11 km/h","94%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-643","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","23:00","Nubes dispersas","20°","13 km/h","94%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
"1680878335-644","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 12 Diciembre 2022","23:30","Nubes dispersas","20°","7 km/h","94%","1020 hPa","https://www.tutiempo.net/registros/gclp/12-diciembre-2022.html"
